-w \t\tINIT PHASE\tCREATING THREADS\tBARRIER PHASE\tCOMPLETE GOL\tINIT PHASE\tCREATING THREADS\tBARRIER PHASE\tCOMPLETE GOL
152	24260	1811	48700	107335	88417	54267	1184647	1270786
153	24260	1811	48700	107335	88538	55569	1197283	1283726
154	24260	1811	48700	107335	88337	54924	1187919	1274120
155	24260	1811	48700	107335	88490	55204	1200702	1287484
156	24260	1811	48700	107335	88403	54989	1217043	1303300
157	24260	1811	48700	107335	88463	55760	1237424	1323969
158	24260	1811	48700	107335	88524	55046	1219916	1305946
159	24260	1811	48700	107335	88393	56868	1249417	1336053
160	24260	1811	48700	107335	88476	53776	1248621	1335710
161	24260	1811	48700	107335	88408	55975	1255432	1342326
162	24260	1811	48700	107335	88453	56221	1263720	1350703
163	24260	1811	48700	107335	88475	56478	1285891	1372655
164	24260	1811	48700	107335	88466	55105	1276259	1363605
165	24260	1811	48700	107335	88321	57755	1294177	1381114
166	24260	1811	48700	107335	88507	57499	1300491	1387074
167	24260	1811	48700	107335	88531	58724	1308392	1394665
168	24260	1811	48700	107335	88435	58603	1313637	1400796
169	24260	1811	48700	107335	88453	60299	1311480	1398919
170	24260	1811	48700	107335	88474	60807	1325525	1412606
171	24260	1811	48700	107335	88489	57495	1337012	1422872
172	24260	1811	48700	107335	88441	58709	1326089	1413196
173	24260	1811	48700	107335	88468	60868	1333150	1421747
174	24260	1811	48700	107335	88829	60233	1336901	1425043
175	24260	1811	48700	107335	88476	60312	1319352	1406304
176	24260	1811	48700	107335	88482	61612	1343721	1432348
177	24260	1811	48700	107335	88378	60396	1334391	1422337
178	24260	1811	48700	107335	88447	60220	1339961	1426980
179	24260	1811	48700	107335	88436	62795	1368916	1458708
180	24260	1811	48700	107335	88449	61691	1354601	1443090
181	24260	1811	48700	107335	88477	62176	1351939	1439824
182	24260	1811	48700	107335	88461	62539	1374945	1463947
183	24260	1811	48700	107335	88511	63758	1380611	1468557
184	24260	1811	48700	107335	88465	63488	1393218	1483229
185	24260	1811	48700	107335	88440	61558	1413553	1501768
186	24260	1811	48700	107335	88382	63301	1421925	1510874
187	24260	1811	48700	107335	88433	62666	1434153	1523388
188	24260	1811	48700	107335	88531	64402	1437678	1527911
189	24260	1811	48700	107335	88533	62192	1459520	1548368
190	24260	1811	48700	107335	88509	62121	1470446	1560067
191	24260	1811	48700	107335	88540	61185	1478232	1567990
192	24260	1811	48700	107335	88396	61803	1471778	1562434
193	24260	1811	48700	107335	88391	63051	1491973	1580920
194	24260	1811	48700	107335	88565	64721	1507414	1597987
195	24260	1811	48700	107335	88650	63140	1501440	1591840
196	24260	1811	48700	107335	88839	66888	1511820	1600592
197	24260	1811	48700	107335	88546	63670	1519963	1609714
198	24260	1811	48700	107335	88607	68564	1520650	1612216
199	24260	1811	48700	107335	88470	65957	1526591	1617932
200	24260	1811	48700	107335	88524	67936	1531740	1622983
201	24260	1811	48700	107335	88549	70376	1544280	1634179
202	24260	1811	48700	107335	88503	69704	1546406	1638322
203	24260	1811	48700	107335	88354	67833	1541883	1632457
204	24260	1811	48700	107335	88460	69513	1535881	1627684
205	24260	1811	48700	107335	88373	68658	1539862	1631863
206	24260	1811	48700	107335	88443	69699	1543836	1635565
207	24260	1811	48700	107335	88518	68263	1544188	1637987
208	24260	1811	48700	107335	88440	68893	1550716	1642682
209	24260	1811	48700	107335	88516	67324	1545169	1637267
210	24260	1811	48700	107335	88446	72235	1564838	1658084
211	24260	1811	48700	107335	88479	73156	1574070	1667617
212	24260	1811	48700	107335	88519	70505	1564994	1658836
213	24260	1811	48700	107335	88539	71639	1574558	1667279
214	24260	1811	48700	107335	88561	71299	1595753	1688925
215	24260	1811	48700	107335	88586	72217	1594598	1688659
216	24260	1811	48700	107335	88633	76083	1609198	1704245
217	24260	1811	48700	107335	88368	71325	1617308	1711788
218	24260	1811	48700	107335	88558	77039	1617601	1709914
219	24260	1811	48700	107335	88528	79469	1615334	1709231
220	24260	1811	48700	107335	88580	75286	1645260	1739173
221	24260	1811	48700	107335	88586	74280	1639252	1734558
222	24260	1811	48700	107335	88588	72508	1639606	1735377
223	24260	1811	48700	107335	88450	77890	1667510	1762940
224	24260	1811	48700	107335	88634	82868	1676205	1772028
225	24260	1811	48700	107335	88566	82566	1690853	1784207
226	24260	1811	48700	107335	88495	77510	1720561	1815382
227	24260	1811	48700	107335	88480	85912	1724191	1817793
228	24260	1811	48700	107335	88536	81574	1740005	1836243
229	24260	1811	48700	107335	88477	77315	1747043	1842960
230	24260	1811	48700	107335	88448	81270	1737720	1833585
231	24260	1811	48700	107335	88539	73235	1745584	1841392
232	24260	1811	48700	107335	88389	74646	1760268	1857124
233	24260	1811	48700	107335	88474	75665	1772464	1869480
234	24260	1811	48700	107335	88443	82623	1798462	1894373
235	24260	1811	48700	107335	88609	85495	1808112	1904663
236	24260	1811	48700	107335	88569	86250	1799697	1899348
237	24260	1811	48700	107335	88507	86351	1828588	1925419
238	24260	1811	48700	107335	88545	86611	1837225	1934249
239	24260	1811	48700	107335	88529	77760	1827546	1923598
240	24260	1811	48700	107335	88565	81632	1833270	1932192
